,index,l,dn,n0,neta,pitch
0,25717,1150.6277322769165,0.0007358954310417176,1.4415,0.9152477264404296,0.5357445168048144
1,58413,1431.102991104126,0.000488576877117157,1.4415,0.767788690328598,0.5354513472020627
2,36583,1952.771544456482,0.000685674786567688,1.4415,0.9021469831466674,0.5359585742950439
3,54103,1275.2941250801086,0.0007402725458145142,1.4415,0.9200868964195251,0.5356541495621204
4,37627,1590.2953743934631,0.0007536155343055726,1.4415,0.772245055437088,0.5363848223686218
5,4179,1514.4038200378418,0.0006085182905197144,1.4415,0.9026033878326416,0.5359270868599415
6,24544,1174.961805343628,0.0008952979683876038,1.4415,0.9343000650405884,0.5356363590061665
7,44969,1482.2004735469818,0.0004892857491970062,1.4415,0.7637511670589447,0.5350420143455267
8,27261,1886.8434429168701,0.0008607652425765992,1.4415,0.7930544972419739,0.5350000000000082
9,22187,1176.4690577983856,0.0009550440311431885,1.4415,0.8767183661460876,0.5351489482969046
10,52216,1601.250946521759,0.000556961476802826,1.4415,0.8768964529037475,0.5358894445598126
11,8704,1623.1577396392822,0.0004886474370956422,1.4415,0.7611321926116943,0.535313649430871
12,1165,1103.8278937339783,0.0005612246870994568,1.4415,0.8759403347969055,0.5357438962310552
13,56679,1770.0178623199463,0.0006345151185989381,1.4415,0.7659570574760437,0.5363537158071995
14,30479,1824.763536453247,0.0008355104923248292,1.4415,0.9265806913375854,0.5355943192243576
15,18674,1167.9732501506805,0.0009225255012512209,1.4415,0.8121012806892395,0.5350000510409119
16,29750,1432.2587847709656,0.0009798020720481874,1.4415,0.8997393846511841,0.5364490087032318
17,18997,1773.2185125350952,0.0005533959984779358,1.4415,0.8593363046646117,0.535721285879612
18,13457,1613.2202744483948,0.0006540134906768799,1.4415,0.8897585034370422,0.5356903084218502
19,9258,1709.3347907066345,0.0008404659986495972,1.4415,0.8590418577194213,0.535534172564745
20,15977,1150.313377380371,0.0008925865411758423,1.4415,0.8585092306137084,0.5354768332839013
21,8142,1466.719001531601,0.0008845437049865724,1.4415,0.8086675703525543,0.5363489886820316
22,14181,1419.2717373371124,0.0008576056718826294,1.4415,0.910051953792572,0.5360492926836014
23,11433,1173.2067167758942,0.0004793240606784821,1.4415,0.7619881391525268,0.5361867981851101
24,56025,1152.2545516490936,0.0007644059538841248,1.4415,0.8263298392295837,0.5353169535547495
25,39890,1541.0900712013245,0.0009039459466934205,1.4415,0.8671435356140137,0.5355268391370773
26,988,1695.3179836273193,0.0005361302077770233,1.4415,0.7646809577941894,0.5353687378913164
27,31303,1275.8816480636597,0.0005359685242176057,1.4415,0.7776437282562256,0.5360935114920139
28,19558,1466.6719734668732,0.0006028487980365754,1.4415,0.8933951258659363,0.5356359416544437
29,28124,1297.896921634674,0.0006854479968547821,1.4415,0.7837321400642395,0.5363121019601822
30,44380,1860.7097864151,0.0004979134142398835,1.4415,0.7940757870674133,0.5360085397362709
31,53,1419.652670621872,0.0006313311934471131,1.4415,0.7847342371940613,0.5353118811398745
32,17175,1080.8346569538116,0.0005048146307468415,1.4415,0.8147988021373749,0.5359857351481915
33,58973,1227.4260520935059,0.0006166581690311432,1.4415,0.7854115843772889,0.5361544011235237
34,44499,1816.234052181244,0.0006915428876876832,1.4415,0.7575991451740265,0.5350000029637889
35,25817,1361.4112734794617,0.0008255230903625489,1.4415,0.8231888532638549,0.5354913255721331
36,28575,1582.485556602478,0.0005330508708953857,1.4415,0.7663351595401764,0.535288451820612
37,17964,1442.9944157600403,0.000905164420604706,1.4415,0.9351988554000854,0.5356222079843282
38,19669,1543.432354927063,0.0007716652274131775,1.4415,0.8035012364387513,0.5361457551121711
39,46756,1542.5118803977966,0.0008013101816177369,1.4415,0.8033110499382019,0.5353128420859575
40,7642,1555.3646683692932,0.0006152243494987488,1.4415,0.7822039484977722,0.5353915620148182
41,32579,1999.3987679481506,0.0009999155282974243,1.4415,0.949939227104187,0.5350000002942445
42,7497,1618.4980869293213,0.0005066410183906556,1.4415,0.7719305455684662,0.535510604351759
43,54716,1210.9743356704712,0.0005719175100326538,1.4415,0.7821791708469391,0.5352454327642918
44,42574,1192.4135088920593,0.0008757791042327881,1.4415,0.858957028388977,0.535327200487256
45,16122,1142.3850655555725,0.0005820764660835266,1.4415,0.8530285239219665,0.5359912982285022
46,24992,1549.9051213264465,0.0008029474020004273,1.4415,0.8195486426353454,0.5361275903880596
47,47114,1575.8744478225708,0.0005685822010040283,1.4415,0.8332186996936798,0.5360108399987221
48,17973,1112.3985350131989,0.000577009129524231,1.4415,0.7817238211631775,0.5364776336848736
49,32759,1681.7090511322021,0.0005077056586742402,1.4415,0.8660143375396728,0.5357545098662376
